epoch,time(s),train_loss,test_loss,test_error(%)
001,00028,11.879843,1.90393,57.41
002,00029,10.360017,1.40046,45.98
003,00030,8.480454,1.16510,39.96
004,00029,8.071683,1.05203,36.54
005,00029,7.777435,0.99130,34.48
006,00029,7.243292,0.95104,33.12
007,00029,7.173950,0.93028,32.46
008,00029,7.328068,0.91696,31.87
009,00029,7.194730,0.91498,32.09
010,00029,6.940625,0.91381,31.83
