epoch,time(s),train_loss,test_loss,test_error(%)
001,00029,6.999042,0.02912,0.96
002,00029,5.668623,0.04158,1.38
003,00029,4.895823,0.03862,1.17
004,00029,5.003397,0.04648,1.33
005,00029,4.379337,0.04275,1.22
006,00029,4.501272,0.04456,1.31
007,00029,4.394394,0.04564,1.34
008,00029,4.116755,0.04444,1.22
009,00029,4.096777,0.04463,1.27
010,00029,3.916947,0.04502,1.28
