epoch,time(s),train_loss,test_loss,test_error(%)
001,00029,8.600958,0.10590,3.35
002,00029,7.514066,0.11058,3.51
003,00029,6.551071,0.12071,3.78
004,00029,6.698227,0.12451,4.15
005,00029,5.936147,0.13207,4.22
006,00029,6.018422,0.13172,4.16
007,00029,6.163125,0.13215,4.30
008,00029,5.679190,0.13068,4.33
009,00029,5.896670,0.13038,4.22
010,00029,5.579396,0.13024,4.18
