epoch,time(s),train_loss,test_loss,test_error(%)
001,00028,6.932374,0.72293,25.32
002,00029,5.822270,0.55499,19.10
003,00029,4.734991,0.49383,17.11
004,00029,5.040688,0.45533,15.82
005,00029,4.335189,0.43231,14.84
006,00029,4.336752,0.40871,13.96
007,00029,4.285322,0.40258,13.62
008,00029,3.949083,0.39205,13.49
009,00029,3.730218,0.39037,13.46
010,00029,3.854436,0.39083,13.34
