epoch,time(s),train_loss,test_loss,test_error(%)
001,00029,14.390725,1.97022,60.37
002,00029,13.100069,1.66650,53.81
003,00029,11.680814,1.49523,50.04
004,00029,10.960641,1.39294,47.88
005,00029,10.846827,1.32854,46.05
006,00029,10.307921,1.28532,45.00
007,00029,9.767350,1.26973,44.27
008,00029,10.380325,1.25358,44.00
009,00029,9.983486,1.24936,43.85
010,00029,9.785265,1.24862,43.90
