epoch,time(s),train_loss,test_loss,test_error(%)
001,00053,15.936059,3.54869,89.05
002,00055,14.648240,3.07033,85.66
003,00054,13.301949,2.62485,79.78
004,00054,12.745543,2.37393,75.01
005,00054,12.310309,2.16323,70.31
006,00054,12.338110,2.07689,68.14
007,00054,11.607060,2.01956,66.52
008,00054,11.795939,1.96816,65.34
009,00054,11.387342,1.97336,65.33
010,00054,11.660499,1.95830,65.02
