epoch,time(s),train_loss,test_loss,test_error(%)
001,00062,12.803247,0.08478,2.66
002,00067,12.518525,0.07747,2.51
003,00068,12.013578,0.06921,2.21
004,00068,12.020730,0.06592,2.20
005,00069,12.446243,0.06466,2.12
006,00071,12.049827,0.06365,2.12
007,00067,11.753831,0.06143,2.06
008,00069,11.673194,0.06136,2.02
009,00067,11.892618,0.05825,1.93
010,00061,11.319872,0.06164,1.97
