epoch,time(s),train_loss,test_loss,test_error(%)
001,00053,12.388394,0.19799,6.23
002,00054,11.462115,0.16813,5.46
003,00054,11.124686,0.15478,5.04
004,00054,11.182180,0.14305,4.79
005,00055,10.975068,0.14473,4.89
006,00055,11.020911,0.14321,4.83
007,00054,10.407668,0.13786,4.75
008,00054,10.523905,0.13989,4.75
009,00054,10.485023,0.13550,4.57
010,00054,10.345727,0.14107,4.73
