epoch,time(s),train_loss,test_loss,test_error(%)
001,00054,13.932540,0.21420,6.06
002,00055,13.459889,0.18453,5.62
003,00055,13.278796,0.16822,5.36
004,00055,13.383702,0.15735,5.13
005,00054,13.823498,0.15316,5.04
006,00055,13.341828,0.15164,5.07
007,00055,12.838838,0.14594,4.89
008,00054,13.283212,0.14897,4.98
009,00054,13.155617,0.14251,4.72
010,00054,12.643124,0.14711,4.93
