epoch,time(s),train_loss,test_loss,test_error(%)
001,00064,23.523668,2.63072,76.20
002,00065,20.134849,2.73639,75.16
003,00061,19.408892,2.71443,76.38
004,00063,18.731599,2.84586,77.07
005,00067,17.907365,2.80449,76.59
006,00063,17.429042,2.85176,77.35
007,00065,16.661517,2.80663,76.44
008,00065,17.468211,2.79791,75.95
009,00063,16.942948,2.80000,76.02
010,00062,16.794422,2.84383,76.29
