epoch,time(s),train_loss,test_loss,test_error(%)
001,00062,3.258343,0.18385,4.14
002,00063,1.546413,0.18793,5.20
003,00064,1.425061,0.17417,5.45
004,00062,1.021794,0.17999,5.78
005,00061,0.913376,0.15639,4.70
006,00062,0.871472,0.16525,5.35
007,00062,0.838787,0.16628,5.09
008,00058,0.774469,0.16368,5.07
009,00057,0.703775,0.16255,5.05
010,00057,0.667988,0.16483,5.04
