epoch,time(s),train_loss,test_loss,test_error(%)
001,00054,6.754112,1.90592,60.23
002,00055,3.876150,1.56754,52.42
003,00055,3.009082,1.41890,48.38
004,00055,2.905711,1.34308,46.13
005,00055,2.408726,1.29258,44.74
006,00055,2.572233,1.25777,43.78
007,00055,2.351232,1.23265,43.15
008,00055,2.359680,1.22414,42.95
009,00055,2.342413,1.21764,42.70
010,00055,2.401500,1.21811,42.74
