epoch,time(s),train_loss,test_loss,test_error(%)
001,00057,4.364413,1.80098,55.89
002,00057,3.046120,1.34853,46.21
003,00057,2.281808,1.16213,39.90
004,00057,1.950361,1.07008,36.90
005,00057,1.844862,1.02549,35.06
006,00058,1.859349,0.98299,34.06
007,00057,1.657222,0.95740,33.44
008,00058,1.557059,0.94133,32.78
009,00058,1.635001,0.93594,32.45
010,00058,1.613045,0.93363,32.43
