epoch,time(s),train_loss,test_loss,test_error(%)
001,00057,1.814184,0.17825,4.15
002,00056,0.879323,0.12806,3.94
003,00057,0.694490,0.12456,3.96
004,00056,0.733809,0.12749,3.98
005,00057,0.553104,0.11794,3.77
006,00057,0.539411,0.11978,3.73
007,00056,0.562090,0.11681,3.68
008,00057,0.537360,0.11648,3.64
009,00056,0.543112,0.11568,3.57
010,00057,0.397334,0.11693,3.62
