epoch,time(s),train_loss,test_loss,test_error(%)
001,00014,25.749045,2.10388,69.36
002,00015,22.270102,1.94778,65.18
003,00015,21.518559,1.88718,64.17
004,00015,20.348310,1.83819,62.36
005,00015,20.631683,1.84314,62.63
006,00014,19.352897,1.82594,61.62
007,00015,19.522749,1.85228,63.55
008,00015,21.199732,1.87359,64.86
009,00015,19.767659,1.83815,61.80
010,00015,20.089358,1.86670,63.32
