epoch,time(s),train_loss,test_loss,test_error(%)
001,00014,13.145120,0.13880,4.73
002,00015,12.383200,0.12644,4.44
003,00015,11.851666,0.12347,4.35
004,00015,11.907008,0.11482,4.02
005,00015,11.665988,0.11798,4.14
006,00015,11.741111,0.12042,4.31
007,00015,11.504166,0.11586,4.21
008,00015,10.982727,0.11443,4.05
009,00015,11.217028,0.11276,3.99
010,00015,10.960354,0.11608,4.05
