epoch,time(s),train_loss,test_loss,test_error(%)
001,00014,23.491273,2.73983,86.95
002,00015,20.006038,2.98471,87.05
003,00015,18.725630,2.50535,84.78
004,00015,18.011226,2.26226,81.46
005,00015,17.643592,2.13013,79.40
006,00015,17.257949,2.07020,77.87
007,00015,17.551195,2.04318,77.28
008,00015,17.817035,2.03334,76.75
009,00015,17.596636,2.01810,76.52
010,00014,17.420753,2.02235,76.69
