epoch,time(s),train_loss,test_loss,test_error(%)
001,00014,17.357238,2.25191,81.88
002,00015,16.482244,1.81510,68.91
003,00015,15.528138,1.59502,59.06
004,00015,15.008131,1.49123,54.06
005,00015,14.551340,1.43743,51.54
006,00015,14.258371,1.39961,49.99
007,00015,14.167826,1.39260,49.48
008,00015,14.172158,1.38223,48.98
009,00015,14.054224,1.38048,48.95
010,00015,14.201734,1.37791,48.84
