epoch,time(s),train_loss,test_loss,test_error(%)
001,00014,12.864543,0.06173,2.06
002,00015,11.809253,0.05225,1.70
003,00015,11.462487,0.04708,1.49
004,00015,11.670160,0.04329,1.47
005,00015,11.115276,0.04391,1.43
006,00015,11.514375,0.04609,1.60
007,00015,11.298287,0.04192,1.44
008,00015,10.679871,0.04143,1.39
009,00015,10.810078,0.04090,1.37
010,00015,10.512386,0.04167,1.45
